id,type,text,stance
44-6-4,comment2,萝卜不可能全面普及。司机本身就是一个机动性很强的职业，道具越复杂越用不上无人驾驶。你试想一下协和门口丢一辆萝卜，解放大道能堵穿。这就是为什么萝卜都在偏远城区投放的原因,against
44-6-6,comment2,久闻武汉公交车大名有机会去体验一下,none
44-6-6-3,comment3,时代不一样了，现在武汉公交车是体验最好的交通方式了公交车司机老温柔了,against
44-6-7,comment2,之前看到有个统计，湖北省的交通事故率在全国排名数一数二，因为司机都是不会礼让行人的，变道是不可能打转向灯的，有缝就直接加塞的,favor
44-6-7-1,comment3,在武汉大半年，亲身经历,favor
44-6-7-2,comment3,这都不算啥，大灯常开喇叭常鸣，双黄线违停，剐蹭追尾都太常见了，撞栏杆啦斗气车撞到马路对面轮胎飞掉甚至长江二桥撞到翻车我都见过太刺激了这个地方,favor
44-6-7-3,comment3,交通事故率数二去掉，就是第一 武汉第一中的第一,favor
44-6-8,comment2,大胆一点，全世界,favor
44-7,comment1,抢（体力劳动）的饭碗是未来Ai发展的趋势所在，难免的,none
44-7-1,comment2,大面积人口失业对社会稳定造成的影响，你是不知道后果有多严重吗。,against
44-7-2,comment2,暂时理发师这个岗位我还想不出替代的可能，反正让机械臂给我理发我是不敢的,against
44-7-3,comment2,生产力进步是历史的必然,favor
44-7-3-1,comment3,没有生产力进步,against
44-7-3-1-1,comment4,完成一件事的社会平均劳动时间减少了，就是生产力的进步,favor
44-7-5,comment2,至少不应该在十年之内抢，失业人数已经够多了！,against
44-7-5-1,comment3,社会进步还要等一等？,favor
44-7-5-1-1,comment4,没了工作的司机去你家炕头吃饭去啊？况且无人驾驶能成的话，新能源汽车厂商早都做成了，这不就纯骗补贴的噱头吗？,against
44-7-5-1-1-1,comment5,没了工作的司机又不是没手没脚？无人网约车能不能成自有市场来决定，人家便宜，舒服，大家都喜欢，那你喜欢多花钱做慈善也没人拦着你啊，你考虑这么多，你太伟大了,favor
44-7-6,comment2,资本家管你有没有饭碗，能挣钱就行。真乱了大不了卷钱跑国外去,against
44-7-7,comment2,未来被抢的不止体力，大多数人只是时代的一粒沙,favor
44-7-8,comment2,抢没关系，那政府就多提供就业岗位，不然迟早要付出代价。,favor
44-7-9,comment2,武汉出租车司机的饭碗被抢都是他们应得的,favor
44-7-10,comment2,毕竟落后就要挨打,favor
44-7-11,comment2,社会总要向前发展,favor
44-8,comment1,武汉不用保就业,against
44-10,comment1,把AI投入到公务员部门,against
44-10-1,comment2,呵呵，AI能理解领导们一句话背后的N重意思，人都不一定AI就拉倒吧！,against
44-10-1-1,comment3,领导也换成ai,none
44-10-2,comment2,已经有ai主持了,favor
44-10-2-1,comment3,你觉得主持能和主任有一拼？,against
44-11,comment1,等ai取代公务员的时候希望他们也别叫唤,against
44-11-1,comment2,很难，就看那么多app有智能客服不好使，都爱找人工客服,against
44-11-2,comment2,最好是赶紧取代，严格依照规矩办事，办不成就是办不成，窗口服务人员全部取消，人工电话也取消,favor
44-11-3,comment2,自动叫号机，取代接待员大堂经理。 自助ATM，点钞机，取代出纳员 电子邮箱，取代邮递员。 语音输入，取代打字员。 红绿灯，电子眼，行车记录仪取代交警。 安检带、门取代警察。 自助售票，检票门取代售票员，检票员。 电表智能取代抄表员。 政府办公APP，取代各式窗口。 AI已经取代的“公务员”多了。,favor
44-11-3-1,comment3,取代的还是不够多,against
44-11-3-1-1,comment4,茅台品鉴AI能取代吗？,against
44-12,comment1,为什么要在全世界开车最猛的地方投放？,none
44-12-1,comment2,打的就是精锐,favor
44-12-2,comment2,萝卜在成都投放的区域路宽车少很多路口的红绿灯都是才装上刚通电的，新川这一片要是堵车了，大概率是前面有个磨叽的萝卜,against
44-12-3,comment2,如果武汉能没事，那就说明全国都没有事。顺带整顿一下武汉交通的歪风邪气,favor
44-12-4,comment2,先打地狱副本,favor
44-12-6,comment2,哈哈哈哈哈 确实 几乎都不礼让行人 不管是公交还是出租都开得真猛,favor
44-12-7,comment2,要是能搞定武汉，全国都不在话下,favor
44-12-8,comment2,在武汉，这么多年以来，萝卜快跑可能是唯一一个会礼让行人和礼让机动车的群体了，没错，是《礼让行人》和《礼让机动车》,favor
44-12-8-1,comment3,浙江不礼让行人罚钱又扣分,against
44-12-8-1-1,comment4,武汉，是行人要礼让机动车，,favor
44-12-8-2,comment3,还有公交车,favor
44-12-9,comment2,武汉自动驾驶搞明白了，你们浙江那不是so easy,favor
44-12-10,comment2,想…淘汰掉全国最可怕的出租车司机？,none
44-12-11,comment2,百度精选AI测试场地,favor
44-12-12,comment2,最猛怎么了？,favor
44-13,comment1,图中行人的位置也太夸张了吧,favor
44-14,comment1,这已经在斑马线前面了，所以能确定是行人闯红灯了吧,favor
44-15,comment1,大势所趋，建议从业者赶紧另谋职业吧！,favor
44-16,comment1,言外之意：我不管，我默许，你们叭叭没有用,against
44-18,comment1,我能买一台萝卜快跑吗? 上下班负责接送我， 平时负责挣钱养我,favor
44-19,comment1,无人驾驶代替有人驾驶是早晚的事，中国不起来，美国会起来,favor
44-20,comment1,其实交通运输局就应该换成机器人，用AI来执法，交通运输局是最没有存在感的职能部门、交警完全可以代替他们,favor
45,background,【#百度称萝卜快跑明年开始盈利#】#萝卜快跑带动百度股价#7月7日，自动驾驶出行服务平台“萝卜快跑”无人驾驶网约车在武汉街头与行人相撞，引发公众担忧。7月10日，据中国新闻周刊，武汉市交通运输局相关负责人称：“武汉市（出租）汽车行业比较稳定，网上谣言比较多。”此前，在Apollo Day 2024开放日 ​​​,none
45-2,comment1,听明白了吗，明年开始涨价。,against
45-2-1,comment2,你是懂资本的,against
45-2-2,comment2,应该不是这个意思，互联网企业前几年都是赔本干的，马云的淘宝也是好几年后才开始盈利,favor
45-2-2-1,comment3,看看美团和饿了吗就知道了,against
45-2-2-2,comment3,不涨价怎么盈利，现在的价格跟白嫖一样,favor
45-2-3,comment2,贵到一定程度就可以坐自己的车了，运营类无人驾驶都能上，那说明私家车的无人驾驶早可以用了。,favor
45-2-4,comment2,再涨价也不会比网约车出租车贵 这点都不明白吗,favor
45-2-4-1,comment3,看一下不用优惠券的原价你就知道了,against
45-2-4-2,comment3,真实了，我现在真的不敢坐出租，上次坐被坑了9块钱，打了12328都没有用，真的气人,favor
45-2-4-3,comment3,做什么梦了，现在便宜仅仅是因为还没垄断市场,against
45-2-4-3-1,comment4,做什么梦了，真以为萝卜能垄断市场？等到无人车替代网约车那一天，会有一茬一茬的无人车企业爬起来，然后接着卷价格,favor
45-2-4-3-1-1,comment5,目前有一茬一茬的网约车企业爬起来了吗？怎么换成无人驾驶就能行？,against
45-2-4-4,comment3,今年先把你说的搞没了，这点你都不明白吗,against
45-2-4-5,comment3,网约车以前不比的士便宜？现在没优惠券和的士是不是一个鸟样？,against
45-2-4-5-1,comment4,那没有哦，网约车现在差不多1块钱1公里，普通出租车3.4块钱一公里几倍的差距叫没区别？,favor
45-2-4-6,comment3,等到彻底垄断了出租车行业，定价权由它说了算了，就算起步价15，你也得不得不坐，你这人是看不清资本家的真面目,against
45-3,comment1,萝卜快跑现在是价格不算高，真把出租车，滴滴卷没了，那价格肯定起飞,against
45-3-4,comment2,同样的，如果“无人驾驶出租车”价格上涨到一定程度，重新唤起“网约车”也是分分钟的事 … OK,favor
45-3-5,comment2,当年网约车也是这么干出租车的。都是资本家套路。,favor
45-3-6,comment2,网约车进入市场根本没啥成本，价格起飞马上就可以进入市场,favor
45-3-7,comment2,起飞不了，毕竟再不济可以自己买张车。把车主送到再自己开回家里的停车位。预约到点了提前开来单位等着。别跟我说政策不允许，营运都允许了，不可能私车不允许的,favor
45-3-7-1,comment3,你要知道这种到时候保险费肯定挺高的，比如一年一万，大公司交的起，你自己买你愿意交这么多的保费嘛？,against
45-3-7-1-1,comment4,不是，你身边没人买过电车吗？啥时候一年一万了？确实比油车贵，但一年贵不到1k啊,against
45-4,comment1,，抢体力劳动的饭碗是未来Ai发展的趋势所在，难免的。社会总要向前发展，落后就要挨打 ​​​,favor
45-4-2,comment2,等机器降到比人工便宜再说吧,against
45-4-3,comment2,失业的人多了，社会不稳定因素就多了,against
45-4-5,comment2,等不到你 社会发展就经济危机了,against
45-5,comment1,合必抢普通人饭碗呢。对于乘客来说，自动驾驶和司机驾驶体验也没有质的飞跃呀,against
45-5-2,comment2,企业搞这个要的是利润， 不是来做慈善的。如果社会劳动力紧缺到没人开车了那是为社会做贡献，反之就是为了自己赚钱作恶,against
45-5-3,comment2,解放生产力啊，怎么是抢饭碗,favor
45-5-4,comment2,眼光为何只在出租车行业，估计智能化在全行业都在测试，只要是人能干的，智能也能干,favor
45-5-5,comment2,你是出租车司机吧？,favor
45-5-6,comment2,真不一样技术能达到的情况下我会选择无人的车,favor
45-5-7,comment2,对于我来说，已经有出现质的飞跃了，至少不会像出租车一样个个都乱收费，上次被坑了9块，打了12328都没用,favor
45-5-8,comment2,出租车是不是也抢了黄包车夫的饭碗呢？,favor
45-5-9,comment2,安全，特别是晩上，还不会挑剔长途短途的,favor
45-5-10,comment2,准确的说，应该是增加了交通安全的风险。毕竟“死板的机器”还是不能和有驾驶经验的的哥相比的。,against
45-5-11,comment2,萝卜的车，比大街上出租车空间更大，乘坐更舒适，车身结构更安全，都不是一个档次的车子,favor
45-5-12,comment2,有，慢慢发展以后就可以跑长途，不担心疲劳驾驶了,favor
45-5-13,comment2,这不上等马斯克把出租车业务开出来又要说这边为啥落后了,favor
45-5-14,comment2,把所有人的饭碗都抢了，那么终极社会主义就实现了,against
45-5-15,comment2,都抢，抢程序员的饭碗抢设计师的饭碗，最好还是抢体力劳动者饭碗，然后大家一起搞艺术不好吗,against
45-5-16,comment2,未来趋势就是这样,favor
45-5-17,comment2,等你38度的天气没有空调你就知道了,favor
45-5-17-1,comment3,你们广东这么穷吗？,against
45-5-18,comment2,怎么会没有，闻不见烟味汗味等各种异味，听不见脏话，这已经飞跃了,favor
45-5-18-1,comment3,上一个乘客可以给你不想要的一切,against
45-5-18-2,comment3,为什么有烟味异味你考虑到了原因了吗？之前网约车没这么多的时候，一天7-8小时就可以接到500+，师傅也有空闲时间清洗车子，现在一些失业的人又进入网约车行业，已经饱和甚至过剩，一天工作12个小时可能才达到原来的水平，所有很多网约车主路边吃，晚上直接住在车里，所有有异味。,against
45-5-18-2-1,comment4,这不是乘客需要考虑的，有好的司机也有不好的司机，无人车提供了更多的选择，促进了这个行业的发展，至于乱收费，骂脏话，有异味的车，那只能被淘汰掉,favor
45-5-18-3,comment3,可以看看现在的共享单车，到时候搞不好要成为流浪汉的家了,against
45-5-18-4,comment3,你除了听不见脏话，其他只会更严重,against
45-5-18-5,comment3,说的好像乘客就没有烟味汗味臭味一样，没司机了抽烟的更猖狂,against
45-5-18-6,comment3,最大的好处可能是不存在遇到一个路怒司机的风险了，各种味道的话。。。投入市场时间久了不不定期清理座位啥的肯定有异味,favor
45-5-18-7,comment3,想太多，没人管在里面拉屎都有,against
45-5-18-8,comment3,笑死，你乘坐我乘坐大家乘坐，都会有烟味汗味，关键看有人维护不？,against
45-5-18-8-1,comment4,比有司机要好多了,favor
45-5-18-8-1-1,comment5,你要想想当初大共享时代的共享汽车为何销声匿迹了,against
45-5-18-8-1-2,comment5,现在新车，等过段时间就知道了,against
45-5-18-9,comment3,无人驾驶乘客不抽烟呀，没司机制止车上抽烟的更多,against
45-5-18-9-1,comment4,起码没司机,favor
45-5-19,comment2,不上市我们研发中年了吃什么，司机吃饭，我们不吃饭是吧，就行为我们在看不见的地方研发就不当人是吧,favor
45-5-19-1,comment3,无人驾驶这门技术确实需要市场来支持继续开发优化，太慢了，有生之年看不到科技感满满的未来城市了,favor
45-6,comment1,与实实在在的人抢工作太过分了。,against
45-6-1,comment2,怎么也是这样了 武汉司机可以团结起来试试停运半个月到一个月 找别的工作吧 让萝卜试试乘客订单增多 事故率上升 无人驾驶理赔乘客的问题才能显化到底适不适合长期靠无人开车 开空调 安全 不臭 准时 真的都是优点吗 运行试试 后期经费烧完就看它如何存活吧,against
45-6-1-1,comment3,：抱团就别想了，大多数人想着是别人休息了我出去拉活能多赚点，或者心疼罢工期间的份子钱又跑出去 中国人人心散，很难合力去一个事情,against
45-6-2,comment2,没办法，科技进步带来的必然结果就是对重复性规律性的工作进行高效替代，总比用技术去做坏事强，希望zf也合理考虑以此为生的 群体，万一真被取代，这部分劳动力能干些啥，保持社会稳定；长远来看，相关政策的制定可能会影响后面很多年，阿弥陀佛,favor
45-6-2-1,comment3,如果无人车可以被个人承包能家里躺着赚钱可以说是解放劳动力提升生产力。现在这个环境就业岗位都满足不了需求， 你让解放出来的人去干嘛,against
45-7,comment1,明年开始收割...,against
45-7-1,comment2,只要司机们退的早 问题弊端显化会加速,against
45-8,comment1,谁抢了滴滴司机的饭碗？,against
45-8-1,comment2,你应该聚焦无人驾驶 万一出现事故 对乘客的理赔问题,favor
45-9,comment1,好想试试 有人坐过萝卜快跑吗,none
45-9-1,comment2,坐了，我觉得挺好的，但是我看到有人付不了钱，那萝卜就不走，把那人着急的，等了好久，还找我求助，我让她找客服去,favor
45-9-2,comment2,我关心的是坐这个安全吗，会失灵的情况吗,none
45-9-2-1,comment3,我第一次坐也有点害怕，我总觉得它要撞到马路牙子上了，但是它避障能力好像真蛮好的，路边小障碍物，地图上都有,favor
45-9-3,comment2,在武汉，街道看到很多了，比较守交通规则开的比较稳，就是匝道汇主路很，车多别人不让就汇不进去很容易堵车，价格非常便宜几毛钱一公里,favor
45-9-4,comment2,嘉定就有，从安亭到嘉定新城这一片，去年就开始试运营，不过有司机，开始基本都是免费的，后面坐一般也就5-10多块（7公里10多多点，就是只能停在指定的公交站点上，还有积分，我搞了5万积分换了2年的腾讯年会员,favor
45-9-5,comment2,坐过，最高速度有 60 多不到 70，但是路线好像是定死的，就绕的比较远，如果路线上有学校的话，他就会减速到 20～30 左右，赶时间的话会着急的，适合不想跟司机说话交流的,favor
45-9-6,comment2,可笑的是 里面还有一个司机,none
45-9-6-1,comment3,有有人的有没人的,favor
45-9-6-1-1,comment4,反正我叫的几辆都有人,against
45-9-6-1-1-1,comment5,再过段时间就没人了,favor
45-9-6-2,comment3,不是安全员？,favor
45-9-7,comment2,超棒,favor
45-9-9,comment2,坐过，去一个地方网约车23分钟，萝卜快跑要35分钟。,against
45-9-9-1,comment3,传说只能开30几码？,none
45-9-9-1-1,comment4,稍微复杂点的路况就是这个速度，高架快些,favor
45-9-9-2,comment3,也挺好 慢点就慢点吧 等成熟了就好了,favor
45-11,comment1,钱本来由十几万个人赚的，结果最后都被百度赚跑了。,against
45-13,comment1,没有人工成本，电车成本也低，很有可能,favor
45-14,comment1,本来找不到工作的人就多，再加上失业的……,against
45-14-1,comment2,一堆不稳定分子,against
45-14-2,comment2,不怕，人口自动少一半,against
45-15,comment1,等着吧，以后街上都是兰陵王,against
45-15-1,comment2,抢底层劳动人民的饭碗，不会有好结果,against
45-15-1-1,comment3,第一次工业革命也很多人砸机器，但是发展又是必然趋势无可阻挡,favor
45-15-1-1-1,comment4,没轮到你，你自然会这么容易的说出这种话,against
45-16,comment1,小兔子乖乖,none
45-17,comment1,应该30年后再推，抵制这种车,against
45-18,comment1,没有了和司机的交流，很多时候遇到突发情况不能够随机应变，往往会给乘客带来危险,against
45-19,comment1,//:听明白了吗，明年开始涨价。,against
46,background,#百度称萝卜快跑明年开始盈利##萝卜快跑无人车售价仅20.46万元# 近几天百度萝卜快跑的无人驾驶网约车业务，引发行业极大的关注，大家纷纷感叹无人驾驶居然来的这么快，而且对出租车、网约车司机产生不小的影响。 还有人看到萝卜快跑机器人智控中心，有真人远程控制无人驾驶汽车，还以为所谓的无人网约 ​​​,none
46-1,comment1,百度抢了网约车司机的生路,against
46-1-1,comment2,本来就是服务行业，你服务不好被挤出市场很正常,favor
46-1-1-1,comment3,时代的更迭，老百姓没得什么选择，诶,against
46-1-2,comment2,可以让网约车司机认购一辆，再和运营商谈分成啊，现在网约车司机买车也差不多这个价,favor
46-1-2-1,comment3,运营商不会答应的,against
46-1-2-1-1,comment4,早就被大资本买光了。哪里还轮得到网约车司机群体来？要出法。必须有安全员随车并持证。ai是可控还是不可控需要一个契机来证明。退一步讲，耍流氓嘛群体可以让萝卜快跑全责的方式。令其母公司赔偿。当到了一定的阈值就好了。变道就撞。撞了就报警。修车停使费都有了。这个车还得退出运营几天。,against
46-1-2-1-2,comment4,唉，大概吧,against
46-1-2-2,comment3,无人驾驶车最核心的不是硬件部分，而是智能驾驶系统、车机系统等软件部分。,none
46-2,comment1,火不起走，群众现在只是新鲜感！公司现在为了融资！实际出行的人坐了就晓得，现阶段满足不了人民的出行需求,against
46-2-1,comment2,图便宜且不赶时间（尤其不能在早晚高峰和节假日）的乘客可能会选择吧,favor
46-2-2,comment2,就是 开车这种简单的事用不到ai,against
46-2-3,comment2,没有需求硬创造需求,against
46-2-4,comment2,难得一个清醒的人,against
46-2-5,comment2,哎，没一哪来的二啊，毕竟刚开始,favor
46-3,comment1,我想说，人开车好歹是司机赚钱养家，无人驾驶的钱都流向了少数几个人的口袋，科技到底在为谁服务啊,against
46-3-1,comment2,评论区那些不同意我说法的人我统一回复吧，我这句话的意思就是行业垄断，司机失业增加。评论区有些人一会扯到研发人员也要饭碗一会歪曲我意思说我不让科技发展的，不知道你们是假不懂还是真蠢。温水就煮你们这些青蛙。,against
46-3-3,comment2,我们继续发展的话，至少还有比较大可能把这“少数人”和他们的钱留在国内,favor
46-3-4,comment2,照你这么说社会别发展了，纺织机器别用让人工缝，出租车也别跑让人拉车，电话微信啥的也别用还是写信用邮差,favor
46-3-6,comment2,这是什么逻辑，那工厂机械化提升，是不是也阻挡了工人赚钱的道路？,favor
46-3-6-1,comment3,是这样的呀，底层百姓就会因为岗位收紧找不到工作。娃哈哈还在用手工装卸就是个例子。,against
46-3-6-1-1,comment4,然后呢？科技不发展了？,favor
46-3-6-1-1-1,comment5,科技发展是必然趋势，但是让部分岗位紧缩也是客观事实。在这说一，你不接话又自顾自抛出二。还说人家什么逻辑，我看你真是个戆早西。,against
46-4,comment1,这技术上交国家吧，军用，别民用,against
46-4-1,comment2,已经有军用了，操控机器人上一线，远程是各种fps网游射击冠军，但是如果被信号屏蔽就不行了，所以是一种备用手段，不能太依赖,favor
46-5,comment1,这行业烂透了，与共享单车一个样,against
46-5-1,comment2,没啥新鲜感,against
46-6,comment1,晚上好周五快乐,none
46-7,comment1,晚上好,none
46-8,comment1,晚上好哦周五愉快,none
46-9,comment1,晚上好,none
46-10,comment1,晚上好,none
46-11,comment1,科技就是要改变生活。,favor
46-12,comment1,晚上好啊,none
46-15,comment1,晚上好,none
46-17,comment1,周末愉快！,none
46-18,comment1,下午好呀,none
46-19,comment1,中午好,none
46-20,comment1,下午好,none
47,background,【“萝卜快跑”抢了司机饭碗，“车路云”能给创造新就业？｜商业微史记】#百度称萝卜快跑明年开始盈利# 武汉网约车司机正面临AI革命，无人驾驶出租车“萝卜快跑”来了，优惠后的价格每公里不到1块钱，比网约车便宜3倍。这些智能出租车从早上6点运行到凌晨2点，全程无需人工。无人驾驶技术的普及已成为 ​​​,none
47-1,comment1,萝卜快跑现在是价格不算高，真把出租车，滴滴卷没了，那价格肯定起飞,against
47-1-2,comment2,然后出租车就会重出江湖,favor
47-1-4,comment2,无人驾驶出租车又不是只能萝卜一家，再搞两家无人出租车就好了,favor
47-1-5,comment2,价格起飞就收拾它，把共享自行车放它前面和后面,against
47-1-6,comment2,利润足够大的话，就会出来白菜快跑，黄瓜快跑，绿豆快跑的。,favor
47-1-7,comment2,国家不会允许一家公司独大的。,favor
47-1-7-1,comment3,滴滴，美团哪个不是,against
47-1-7-1-1,comment4,滴滴美团都需要大量的人力，而自动驾驶需要的人少，所以会不一样的,favor
47-2,comment1,懂得顺应时代的进程才是硬道理,favor
47-2-1,comment2,你会失业吗？,against
47-2-1-1,comment3,我就不上班，失业很多年啊，自己的公司，一群人还给我要工资，还骂我，我都给他换成机器人,favor
47-2-1-1-1,comment4,小米11你清醒点,against
47-2-1-2,comment3,不会，因为汽车并没有让轿夫失业。。。而且你们平时也不喜欢上班的，现在让机器人干有什么不好？？。人类一起压榨机器人，不压榨你了，你不开心？,favor
47-2-1-2-1,comment4,人类是一个整体吗？小米11，你不会失业？,against
47-2-1-2-1-1,comment5,失业就是享福去了，我们是社会主义，不是资本主义，没有人压榨。你还不开心，到时候都是国家分配吃的给你。你每天只要玩就行了,favor
47-5,comment1,出路何在？饭碗都没了，扎它萝卜胎啊。,against
