id,type,text,stance
4-5-3,comment2,10月中旬到月底 还不是现货吗,none
4-7,comment1,买个锤子,against
4-8,comment1,谁告诉你不难抢的，20:40才进去官网,favor
4-11,comment1,写反了吧，感觉今年比往年难抢,favor
4-12,comment1,比往年打开页面要慢多了了,favor
4-13,comment1,基础款还是很好买的不用抢，现在下单都能首发到,favor
4-14,comment1,呵呵,against
4-15,comment1,每年都买，今年比去年难买，未失业就继续，感受科技是个人爱好,favor
4-16,comment1,都是黄牛在抢而已，现在谁还用水果哟,against
4-16-1,comment2,没有吧，我官网淘宝各买了一部，只要一直在线还是很好抢的,favor
4-16-5,comment2,问题来了，黄牛抢来干嘛呢,none
4-17,comment1,今年比往年难抢，半个小时才抢到,favor
4-18,comment1,一点不好吃，没有阿克苏苹果好吃。,none
5,background,#iPhone15开卖#：国内市场依然火爆，买的人还是很多。 但苹果印度供应商塔塔运营的Hosur工厂制造的iPhone外壳中，只有每两个部件中的一个“质量足够好”能被送到富士康进行组装。50%的产量对于任何生产操作来说都特别低，这与苹果的“零缺陷”制造和环保目标相悖。 手机壳，50%良率 ​​​,none
5-1,comment1,打了这么多年各种“战争”，还是没把软骨头打醒，实在是可悲！！！,against
5-1-1,comment2,哦？是吗？,favor
5-1-2,comment2,苹果手机，小姐的必备,against
5-1-3,comment2,那些买倭系车的比买苹果的更软,favor
5-1-4,comment2,买苹果倒不能说软骨头，就是那些认为买苹果能彰显身份的人有病，反正吧都是人民币买来的，要好好爱护。,none
5-1-5,comment2,不能要求所有人都明大义，你保护他，他也可能给敌人递刀子，稀里糊涂的人多了,against
5-2,comment1,手机壳能做到不合格，也是一种能力吧,against
5-2-1,comment2,苹果的背盖玻璃确实厉害的，那个半透的效果还没在别家见到过。但话说回来，现在国内是不流行玻璃后盖了，几年前流行那会儿，高端机的各种花样良率也高不到哪里去。比如有几款镜面的，小米的半透，还有各种瓷质地的都很好,favor
5-2-1-4,comment3,中国玻璃今天在世界如果自谦第二，就没有敢称第一的国家了。举例“超级玻璃”0.03 mm厚度，相当于普通A4纸三分之一，“薄如蝉翼”且非常坚固，可折一百万次不碎。这几十年我们从“玻璃大国”到“玻璃强国”，一再突破欧美众多技术封锁和垄断，已实现在技术和贸易都保持高速发展和领先的态势～,none
5-4,comment1,曾在某多买一个品牌旗舰店的短袖，居然衣领掉色泛红，带着疑问，去看。印度产,none
5-5,comment1,果粉吃饭，如果不在面前摆上咖喱牛粪味爱疯，估计饭都吃不下去！！！,against
5-5-1,comment2,你这么说话能接受、上面有人说小姐什么的，那真的是特么的丢人素质都没有,against
5-7,comment1,就故意少放点货，让人感觉难抢都在买,against
5-8,comment1,我就说了句髮国怎么还用12，就被果粉闻着味过来咬，本来我对苹果和果粉无感的，这下立马有了刻板印象,against
5-8-1,comment2,我认识的果粉普遍固执，明明他的苹果手机打开钉钉卡住了，我就说了一句卡了，他就急了，说没有卡，苹果手机不可能卡的。。。,against
5-8-1-2,comment3,可能他们就喜欢这种状态的手机，跟朋友出去吃饭可以理所当然的吃白食,against
5-8-1-2-1,comment4,救命，我两台手机，但是苹果付款多一点，每次付款都要等个几分钟，老板尴尬，我也尴尬,against
5-9,comment1,抗日战争期间，日本总共投入兵力一百多万，而皇协军就有200多万，14亿人口，出点歪瓜裂枣残次品是正常现象。,against
5-13,comment1,有没有可能是饥饿营销,against
5-13-1,comment2,本来就是  只是果粉宽容度高罢了,against
5-14,comment1,苹果信号太拉，不好用,against
5-15,comment1,那些觉得无所谓的，可以这么想：你为苹果手机花的钱最终都会作为政治献金，用于制裁华为和围堵中国。以前还可以说是追求品质，现在一边是突破封锁的华为，一边是毫无创新的苹果。再选苹果，本身就是一种媚洋的体现，只是或多或少的程度问题罢了。,against
5-17,comment1,苹果这么多年建立的产品生态优势还是很大的，大家别着急，再给华为和国内厂商一些时间。迟早的问题。,against
6,background,都抢到iPhone15 Pro Max了吗 #iPhone15开卖# ​​​,none
6-2,comment1,抢不到，放弃了,favor
6-2-1,comment2,我直接放弃。,against
6-2-4,comment2,你休息吧，没用了,against
6-2-6,comment2,别当黄牛了,against
6-2-7,comment2,苹果的网也太烂了。,against
6-2-9,comment2,不买苹果不需要抢,against
6-2-10,comment2,还是挺难抢的,favor
6-2-12,comment2,不是很好抢嘛,favor
6-2-13,comment2,正好歇歇吧。,against
6-2-14,comment2,还是早点休息吧,against
6-2-15,comment2,抢到了,favor
6-2-16,comment2,我是只能等下次了,favor
6-3,comment1,大家都抢到了没,none
6-5,comment1,压根就没抢,against
6-6,comment1,进不去，让我怎么抢,favor
6-7,comment1,抢到了,favor
6-7-2,comment2,我去，你这是什么样的神仙勇气,favor
6-7-2-1,comment3,我年年都抢得到首发,favor
6-7-4,comment2,牛逼,favor
6-7-5,comment2,手速厉害啊,favor
6-7-6,comment2,厉害,favor
6-7-8,comment2,你这厉害了,favor
6-9,comment1,没抢到,favor
6-10,comment1,抢到了,favor
6-11,comment1,首批，西安,favor
6-12,comment1,46天,favor
6-13,comment1,放弃了,against
6-15,comment1,抢到了，两台,favor
6-19,comment1,刚才上了一下，感觉不用抢啊，直接就能放到购物车,favor
6-20,comment1,没抢，甚至不理解买 15 的，和 14p 有啥区别？14 的性能再过两年都过剩，不会真有人为了个充电口换个手机吧,against
7,background,焦子从苹果发布Type-C接口的iPhone 15系列之前，就强烈不建议与安卓手机的数据线共用，被一堆网友和博主按着喷... 经过大半年的时间发现，现在已经出现一些iPhone15系列用户反馈充电充不进去（电容爆了）... 无一例外，都是魔改针脚的锅。说实话，我的建议并非不要用，而是不要乱用线材。 tips：一定 ​​​,none
7-1,comment1,总结就是大家不早听焦焦的劝诫混用魔改的数据线充电导致15系列充不进去电了，焦焦老师意思是没说不让混用，而是用的话用支持PD协议波纹低于80分数据线可以,favor
7-1-1,comment2,B站up主阿甘体验做过很多充电器和充电宝的测评可以看看,none
7-1-2,comment2,感谢总结,favor
7-1-3,comment2,纹波啦哥们,none
7-1-5,comment2,纹波,none
7-1-5-2,comment3,好的,favor
7-1-5-3,comment3,这是苹果坑人呀,against
7-1-5-4,comment3,波纹,none
7-1-5-5,comment3,啥意思。,none
7-1-5-6,comment3,啧啧。,none
7-1-5-7,comment3,大家对于这个数据线方面的话，有的时候真的是尽量用原装是不是好一些？,favor
7-1-5-10,comment3,这个纹波是什么呢 有没有大佬知道的,none
7-1-5-10-1,comment4,就是电流的电压不是一条标准的直线，是一条有波动的线，你可以想象成心电图，纹波越小，这条线越平整，越好,none
7-1-5-12,comment3,哈哈哈哈哈哈哈哈哈哈抽象,none
7-1-5-14,comment3,知错就改，好同志,none
7-1-5-17,comment3,哈哈，好的焦焦老师，在线纠正,favor
7-2,comment1,波纹是啥,none
7-2-2,comment2,为我们不统一一下！？,none
7-2-4,comment2,日常错字哈哈哈哈,none
7-2-5,comment2,纹波，不过错字焦,none
7-2-5-1,comment3,好的,none
7-2-5-3,comment3,差不多的意思,none
7-2-5-5,comment3,不是很懂,none
7-2-5-8,comment3,正常啊,none
7-2-5-10,comment3,纹波是充电器里面的什么呢 我从来没看过这两个字,none
7-2-5-11,comment3,昨晚喝多了,none
7-2-5-12,comment3,哈哈哈哈哈错字焦,none
7-2-5-13,comment3,阿焦今天没睡醒，一直错字,none
7-2-5-13-1,comment4,缺个文本校对，急招.jpg,none
7-2-5-13-1-2,comment5,是的,none
7-2-5-13-1-3,comment5,多少钱兼职可以月薪1万，我可以试试,none
7-2-5-13-1-4,comment5,真好,none
7-2-5-13-1-5,comment5,你招人,none
7-2-5-13-1-6,comment5,有人要去吗,none
7-2-5-13-1-7,comment5,崽崽，你是缺一个叫对的人吗？,none
7-2-5-13-1-8,comment5,大家快来报名,none
7-2-5-13-1-9,comment5,我可不行 我没有那知识量,none
7-2-5-13-1-10,comment5,锦鲤竞争上岗,none
7-2-7,comment2,波纹疾走,none
7-2-7-1,comment3,波纹过时了 我们现在都玩替身了,none
7-2-7-1-1,comment4,一般我们玩回旋,none
7-2-8,comment2,应该是纹波吧,none
7-4,comment1,为啥要用别人家的线和充电器呢,favor
7-4-1,comment2,因为用出问题了可以怪别人家，苹果是不可能有问题的,against
7-6,comment1,我又不用苹果,against
7-6-2,comment2,对头我也三年没有用了,against
7-7,comment1,华子的能充苹果的嘛？,none
7-7-1,comment2,100的不知道，反正88的不行，我没专门买苹果的充电头，88的头上边直接插了两个线，就是用的时候只能一次充一个手机。,none
7-7-3,comment2,我都这样充了快一年了，没任何问题……不过我用的是华为的CTOC线充的,favor
7-12,comment1,那还踏马叫做通用的c口吗？,against
7-13,comment1,焦焦，这是我最后的波纹了充炸了也没关系，自适应一下就好,against
7-14,comment1,不买就不用担心这个问题了,against
7-15,comment1,这么脆弱的吗,against
7-15-1,comment2,脆皮,against
7-16,comment1,知道了,none
8,background,【领先全网7天，今晚8点#iPhone15天猫率先开卖#】今晚8点，iPhone15 全系新品在天猫Apple Store官方旗舰店，现货开售敞开卖。据悉，作为苹果公司开在电商平台的全球唯一官方旗舰店，天猫平台iPhone15系列货量更足，同时能享受7天无理由退换货、12期分期免息等权益。近一周 ​​​,none
8-1,comment1,没兴趣,against
8-2,comment1,不是印度产的我不买,against
8-2-1,comment2,咖喱味的小姐机,against
8-2-2,comment2,你也买不到印度产的啊，那么点产量他们印度国内都供应不上，还指望他们供中国这个最大的市场吗•ᴗ•,favor
8-2-8,comment2,厉害啊,favor
8-2-9,comment2,哈哈哈哈哈那我也不买,against
8-2-10,comment2,语言大师,none
8-2-11,comment2,买就行了,favor
8-2-14,comment2,我也不买哦,against
8-3,comment1,不如苹果好吃,against
8-4,comment1,坐等16，换16,against
8-5,comment1,天猫给你多少钱 给你1/3,against
8-7,comment1,这不买手机送玛莎拉？,against
8-8,comment1,16马上跟着来了，再等等,against
8-9,comment1,祝所有抢到的大大都能拿到三哥直供款,against
8-10,comment1,能不能推华为啊,against
8-13,comment1,今晚要去买,favor
8-16,comment1,买不起,against
8-17,comment1,我也想买,favor
9,background,我做了十年果粉，今年没忍住换华为了。而且是华为Pura 70 Ultra 首发第一天就去线下抢购的，已经用了几个月了。今天就跟大家分享一下，真的从一个苹果全家桶用户，换到华为或者安卓阵营会有哪些适应和不适应的地方？#华为Pura70#  #iPhone15#  #iPhone16值得等吗#   ​​​,against
9-2,comment1,09年买了个苹果3GS，之前用的是多普达818和HTC S1，然后忍受两年的不适，一是苹果不支持多任务，刷微博时就收不到QQ消息。二是输入法不支持自建词组不能调整词组顺序。比如我想敲“打球”，苹果永远是“大球”排在前面。两年后我又换回来安卓机，一直到现在,against
9-3,comment1,准Mate70Pro用户：讲得很好。国产无论是华为会越来越好 苹果只剩下虚荣的面具了。,against
9-4,comment1,政治正确,against
9-4-1,comment2,用过华为的没有骂华为的，骂华为的都是没用过华为的小米用户，完全可以说明问题了,against
9-7,comment1,这已经是 7 月我看到的第十个换的 up 了 最近是有啥活动吗,none
9-11,comment1,苹果换了小米，后悔的一批，太卡了，今年要换回苹果,favor
9-13,comment1,欢迎来到中国操作系统的世界，在这里我们有自己的家园。,against
