id,type,text,stance
4-11,comment1,大a再玩下去，隔夜饭我也吃了,none
4-12,comment1,预制菜的各种添加剂比隔夜菜更可怕,against
4-13,comment1,大饭店基本都是预制菜,none
4-16,comment1,我每天都在吃隔夜饭菜，怎么办啊，穷人舍不得倒掉剩饭剩菜。,none
4-17,comment1,很多都是预制菜，科技很活,against
4-20,comment1,人家会说放在冰箱里保鲜,against
6,background,#预制菜已经发展到这个地步了#  预制菜已经发展到这个地步了 ​​​,none
6-1,comment1,再进化就该喝营养液了，十秒钟吃完饭，剩下的时间都奉献出去，当一个人形机器,against
6-1-1,comment2,这不得不说P大的残次品简直是预言神作,against
6-1-1-1,comment3,不会以为只有这本书有这种设定吧,none
6-1-2,comment2,哈哈哈哈，一针见血啊，很有可能,against
6-1-4,comment2,我觉得喝营养液还真不错！把买菜做饭洗碗的时间省下来，哪怕不工作，也可以去玩去打游戏啊,favor
6-1-6,comment2,擦，你说的这不就是雪国列车里面的事儿吗？吃个蛋白块就行了！,none
6-1-8,comment2,然后延迟退休,none
6-1-9,comment2,居然觉得营养液不错，不用买菜做饭洗碗，打扫厨房，还干净卫生,favor
6-1-9-1,comment3,我也感觉不错，周末37度在厨房做两顿饭做的想死。,favor
6-1-10,comment2,我看过一部科幻小说就是这样，以后都喝营养液，几分钟加热就能喝了，还能活三百多岁,none
6-1-12,comment2,今天，另一条热搜是：延迟退休这背时人生啊真特么快乐,none
6-1-14,comment2,有的话卖给我    我觉得吃饭没必要,favor
6-1-14-1,comment3,Reply :有卖的，所谓“全营养”代餐奶昔，也不知道长期吃好不好。(我不打广告),none
6-1-15,comment2,我倒想省去吃饭时间,favor
6-1-16,comment2,黑客帝国，云图,none
6-1-17,comment2,恐怕在未来当机器人都不配,none
6-1-18,comment2,: 孤身一人来到湖南打工，因为入职被骗了700多，饿到不行了，求借3.5吃方便面，必还给你。。。。。。。。,none
6-1-19,comment2,庆余年的世界是真的，人类被冰封覆灭，新的文明新的王朝再次更迭重现,none
6-1-20,comment2,以后有可能，但我保证你活不到那个时候，外面菜市场超市还能买到菜,none
6-1-21,comment2,营养液可以减肥吗？,none
6-1-22,comment2,我倒是挺希望能有东西治治我的馋劲儿 让我只喝营养液就好了,favor
6-1-23,comment2,人形机器人也不够了，因为你没法跟24小时工作的AI比,none
6-1-24,comment2,直接输液？,none
6-1-25,comment2,人形机器就不必了，但是营养液听起来有点好（不爱做饭吃饭的人说）,favor
6-1-26,comment2,听起来挺方便的，能不饿就行，偶尔一顿改善伙食，其他时候快速解决吃饭问题,favor
6-1-27,comment2,谢谢。我们有机器人操作，24小时不停歇，不会吵不会闹，并不需要这种类机器型人类。,none
6-1-28,comment2,这年头还有人缺营养吗？关键好不好吃,none
6-1-29,comment2,营养液也怕垄断，万一往里面添加点东西...,against
6-1-31,comment2,去苍蝇馆子现炒现做,none
6-1-32,comment2,文明重启可能是真的，大家写的修仙文，迟辟谷丹啥的，也许是真的，只是老祖先们传着传着名字变了，预制营养液压缩食品啥的，吃一个顶三天，马上就有望实现了,none
6-1-32-1,comment3,应该说科技早就实现了，只是不利于发展没有摆出来面向大众,none
6-1-33,comment2,幸好我家每天都是早上就去市场买回来自己做的新鲜饭菜,against
6-2,comment1,吃饭本来是一件幸福的事情，吃到好吃的一天的疲惫都消散了，普通人现在连好好吃个饭都成为奢望？吃饭都要成为他们产业链上的一环，那到底是谁的可悲了，年轻人不生孩子是对的,against
6-2-1,comment2,自己去外面看看吧，预制菜还是占少数的。我附近几家木桶饭都是现炒现做，价格13块钱到27块钱不等，米饭不限量，还有很多快餐店都是现炒，很适合打工人，点外卖选择自己实体店吃过的就行。,none
6-2-2,comment2,就是学的外国的,none
6-2-3,comment2,满脑子就知道吃？你是猪？,none
6-2-4,comment2,北京朝阳区大屯派出所田爱良滥用职权颠倒黑白，对我进行非人的践踏侮辱，下毒手害死我爸爸 ​​​。人类在哪啊 ​​​,none
6-2-4-1,comment3,扣扣在哪里,none
6-2-6,comment2,我昨天在附近的商场找到一家开放厨房透明玻璃的，看到里面有3个厨师在颠锅，后面1个人在切菜。人挺多的美团也有外卖，单人份价格30多块钱，我平时点预制菜也是30多。认准这家了，等以后吃腻了再出去找。大家应该都行动起来，只点有透明厨房的，这样慢慢愿意炒菜的商家就会多起来。,against
6-2-6-1,comment3,现在还开着吗？,against
6-2-6-1-1,comment4,叫胡子大厨，不知道你那有没有，可以美团搜一下，菜式不多，但好在现炒新鲜。,none
6-2-6-2,comment3,可是30蛮贵的呀，要是一天吃三顿就90，一个月就2700了，就算一天只点一次，一个月也要在他家花900，再加上早餐晚餐，房租水电，话费交通，要是再买点生活用品，根本就攒不下钱了,none
6-2-7,comment2,快感恩 日子越来越好,none
6-2-8,comment2,这种搞法 到最后就不是想不想生的问题了 而是生都生不出来了,none
6-2-8-1,comment3,一语中的，死亡率拔高 ，出生率为负，最后出现数据人吧，人应该被机器代替，也不需要牛马人类了,none
6-2-9,comment2,就是为了好吃才有预制菜，淘汰那些又难吃又贵的垃圾店。,favor
6-2-11,comment2,: 孤身一人来到湖南打工，因为入职被骗了700多，饿到不行了，求借3.5吃方便面，必还给你。。。。。。。。。。,none
6-2-12,comment2,预制菜也挺好吃啊本来你买菜做菜不也是产业的一环嘛？,favor
6-2-12-1,comment3,预制菜好吃没营养啊 看你名字确实挺符合你的,against
6-2-12-2,comment3,那你多吃,against
6-2-12-3,comment3,你觉得好吃，你就多吃点！一日三餐都吃预制菜,against
6-2-12-3-1,comment4,原来是小学生，你放暑假了我就让让你好了你要不要看看我在反驳楼主的什么？,none
6-2-12-4,comment3,“预制菜”挺好吃的 你这辈子也就吃吃预制菜了 下水道的老鼠底层人,against
6-2-12-4-1,comment4,笑死我了你这辈子别吃肯德基麦当劳昂，还底层人，你这么nb当然可以雇8个厨子给你做啊，你在破防什么,none
6-2-12-4-1-1,comment5,其实我也不反对预制菜，现在年轻人都挺忙的，很多人也没时间做菜。如果真要大力推广预制菜，就要严格监管。千万不能搞关系拿资质这种，开预制菜厂投资150万，如果拿100万用来有关系随礼，剩下那点钱做出来的东西想想都知道是什么。食品行业如果想极致压缩成本，买些僵尸肉＋重油盐调料＋添加剂 很可怕,none
6-2-12-4-1-3,comment5,还真不吃哦，你没吃预制菜之前雇了8个厨子给你做饭吗？不然你哪来的结论不吃预制菜就要雇8个厨子做饭？,against
6-2-13,comment2,可以自己做,against
6-2-13-1,comment3,自己做也会吃到混装油,none
6-2-13-2,comment3,难吃得很,none
6-2-14,comment2,打死我也想不到，曾经被我最嫌弃的川渝火锅，现在成了相对卫生健康的餐饮,against
6-2-14-1,comment3,预制菜比很多小作坊现做的要卫生得多,favor
6-2-14-1-1,comment4,你喜欢吃僵尸肉是你的事，祝你余生对其享之不尽,against
6-2-14-1-2,comment4,但是，我们乱加防腐剂添加剂防腐剂香精色素..............,against
6-2-14-2,comment3,并不觉得川渝火锅比预制菜卫生,none
6-3,comment1,所以越来越不爱出去吃，现在很多店和摊，味道都差不多了,against
6-3-1,comment2,我这边品牌店点的外卖都是预制菜，连土豆丝都是，我这辈子没有吃过那么恶心的菜，我给着堂食的一样价格吃预制菜，商家还打电话叫我给好评，我只说了一句“爬”就挂了电话，因为平时外面吃饭都吃那几家是不是预制菜一口就吃出来了，现在吃饭看不到厨房的我都不想吃,against
6-3-1-1,comment3,你花的跟食堂一样价格但是美团饿了么从中间抽去三分之一啊,none
6-3-3,comment2,街边大排档没有预制菜，哈哈哈,against
6-3-3-1,comment3,好多都是半成品加热一下感觉防不胜防,against
6-3-5,comment2,是的，,against
6-3-6,comment2,发现一家小炒店吃了两个月了菜都吃够够的了，开始自己做饭。,none
6-3-8,comment2,出去吃一天，会发现自己不知道吃了些啥。,none
6-3-9,comment2,那种农村旅游景区的里面的吃饭这些全是预制菜,against
6-3-10,comment2,我爷爷奶奶以前说电饭煲的饭没有柴火饭好吃，我还不理解，现在吃外卖是真觉得好多菜都一个味,against
6-3-13,comment2,很多东西全国都一个味儿,none
6-3-13-1,comment3,没有新鲜感了，以前一个店一个味道，吃吃这个，吃吃那个，都不爱做饭。现在被逼学做饭了,none
6-4,comment1,许多商场餐饮都不让用明火,none
6-4-1,comment2,电磁炉炒稍微份量大一点的菜，你就看糊补糊底吧。,none
6-4-2,comment2,：可以用电磁炉啊，现在有那种功率很大的电磁炉，炒菜比燃气快,none
6-4-3,comment2,可以用电磁炉啊，现在有那种功率很大的电磁炉，炒菜比燃群殴的快,none
6-4-5,comment2,明火跟是不是预制菜没关系吧，我在家也从来没用过明火吧，用电磁炉。餐馆肯定用更专业的设备。,none
6-4-6,comment2,我害怕明火，就一直用电磁炉做饭，感觉也很好吃，看技术吧,none
6-4-7,comment2,跟明火没关系，有的店半成品送到店里也是明火炒，有的店菜是现切的但是电磁炉炒,none
6-4-8,comment2,电磁炉,none
6-4-9,comment2,电磁炉电陶炉可以用，别说炒不好，我单位食堂就是电磁炉和电陶炉，炒的小锅菜不比大饭店差,none
6-4-10,comment2,热知识:有电锅,none
6-4-11,comment2,其实很多非预制菜的材料和制作环境也相当恐怖，相比起来，预制菜控制好材料和制作环境的难度反而要容易得多，毕竟预先这么久,favor
6-4-11-1,comment3,预制菜环境更没人管……我邻居就是做预制菜的，各种小作坊，咱国家还没对这一块的管控,against
6-4-11-1-1,comment4,对于不想做好的人当然那样，如果你想做好的话，预制的难度是更低的，就像考试让你开卷和闭卷的区别,favor
6-4-12,comment2,啊？蛙小侠一定是要点蜡烛的呀？,none
6-4-13,comment2,被最近的几个火灾新闻吓到了吧,none
6-4-14,comment2,消防管控太严了，小到一个螺丝钉大到一根电线都管的死死地，明火更不可能了,none
6-4-14-1,comment3,近几年消防查的越来越严，隔三差五就来检查，整改整改整改，没有错也要挑点错出来,none
6-4-14-1-1,comment4,因为检查不严事故频发 上面让加大力度 每家起码三四条隐患,none
6-4-14-1-1-1,comment5,我们公司，每次那些人来，都能找出点毛病，完了我们整改，每次都很有信心的，这次绝对能过，结果下一次来又挑其他的毛病，总能挑出错来！！,none
6-4-15,comment2,现在都装天然气，不用煤气罐子了。,none
6-4-16,comment2,我都看到图片中的煤气罐了,none
6-4-17,comment2,用电磁炉啊，可以的,none
6-4-17-1,comment3,电磁炉做的炒菜和用明火是不一样的，电磁炉只能搞水煮,none
6-4-17-1-1,comment4,我说的就是水煮,none
6-4-17-2,comment3,啥时候熟,none
6-4-17-3,comment3,电磁炉炒东西真的不太行,none
6-4-17-3-1,comment4,电磁炉商用和家用不一样的，家用的功率小很多炒菜感觉就不行。商用功率大些很多快餐店出烧菜的都是用电磁炉炒的。,none
6-5,comment1,生活在这个国度真是受够了,against
6-5-1,comment2,建议移民去印度,none
6-5-2,comment2,快餐的世界适合你吧,none
6-5-3,comment2,那你走吧别当中国人了,none
6-5-4,comment2,哈哈哈哈，你觉得肯德基麦当劳是当场宰杀还是冷冻加工,none
6-5-5,comment2,热知识：预制菜是你的精神祖国发明的哦！,none
6-5-6,comment2,实在不行就别让自己受这个委屈，没人拦着你出过门,none
6-5-7,comment2,那你出国啊，放弃国籍又不贵，为什么不呢是因为不想吗？是因为喜欢为难自己吗？快点行动起来，自由又香甜等着你呢,none
6-5-7-1,comment3,你能给安排啊,none
6-5-7-1-1,comment4,笑死，要滚自己滚，怎么还指望上别人了,none
6-5-8,comment2,哎呀，资产阶级当真能怎么办？,none
6-5-10,comment2,去别的国家就没有吃饭这个烦恼了    只想着怎么保命就够忙的了,none
6-5-10-2,comment3,西餐这就别提食品安全了，不沾边。,none
6-5-11,comment2,你这种无知的人出去，我倒是不反对,none
6-5-12,comment2,你不会连放弃国籍的150都没有吧。国家做的最错的事情就是让你这种拉色能上得起网,none
6-5-12-1,comment3,放弃国籍让老爷们继续岁月静好？,none
6-5-13,comment2,以后ai取代工作岗位，老百姓全部都由国家养，每月领取最低配额的营养剂，资本天天大鱼大肉美好的赛博未来！,none
6-5-13-1,comment3,是啊，美国的AI确实发展很快，已经替代了7.68%的人力岗位了，赛博未来真不远了,none
6-5-14,comment2,去印度,none
6-5-15,comment2,来我这吧，小弟,none
6-5-16,comment2,你号没了,none
6-5-17,comment2,要不你去非洲、乌克兰、中东、南亚、或者拉美试试？,none
6-5-18,comment2,此生無奈入華夏，來世澳洲加拿大,none
6-5-18-1,comment3,车别来世，今生你就可以去了。,none
6-5-19,comment2,润润润！,none
6-5-20,comment2,某国还天天吃泡菜呢咱们国家选择还是比较多的,none
6-5-20-1,comment3,不知道是不是化学泡菜,none
6-5-21,comment2,不如去巴勒斯坦试试,none
6-5-21-1,comment3,送他去非洲,none
6-5-22,comment2,真他妈是受够了,none
6-6,comment1,相信毕业后会怀念学校的饭堂,none
6-6-3,comment2,怀念啥，都非常非常非常难吃读书的时候从来没感受过吃饭的快乐，都是逼自己吃下去的。。,none
6-6-4,comment2,我已经在怀念了，样数又多又便宜，特别难吃也难吃不到哪里去，毕竟社会上太多愧对食材的店家了,none
6-6-5,comment2,学校都是假肉。7-8块钱买假肉吃,none
6-6-5-1,comment3,我ip这边17-18买的也是假肉,none
6-6-6,comment2,我以前的学校肯定不是，有时候咸死有时候又不会，全凭厨师心情,none
6-6-7,comment2,学校的饭堂是冻品，我亲戚做冻品生意很多都是供给学校的,none
6-6-9,comment2,我感觉我们学校食堂有的都是预制菜,against
6-6-11,comment2,学校饭堂都是预制菜,against
6-6-11-1,comment3,我们大学不是，问就是进过后厨还帮忙打饭打菜,none
6-6-11-2,comment3,食堂如果是预制菜，就不会吃到虫子,none
6-6-11-3,comment3,学校的菜才不是，相反你去的广场，购物中心里除了火锅其他的但是真的是预制菜,none
6-6-11-3-1,comment4,预制菜早就把业务拓展到学校，酒店了。,none
6-6-11-3-1-1,comment5,只能说你们那里，我们这老师和学生吃一样的，每周都是留样本的，虽然味道一般，但肯定不是预制菜,none
6-6-11-3-1-2,comment5,重庆这边是统一平台采购食材还会公布，中小学不可能出现预制的,none
6-6-11-4,comment3,张嘴就来！？,none
6-6-11-4-1,comment4,本来就是。,none
6-6-11-5,comment3,但凡难吃的都不是,none
6-7,comment1,现在都要延迟退休到60岁了，这点预制菜都吃不了吗？你还能吃下多少苦！,against
6-7-1,comment2,这你就不懂了吧?目的就是为了让你活不到60岁,against
6-7-1-1,comment3,啊哈哈哈我才不管，我我就没有三胎计划我不担心！,none
6-7-2,comment2,求刻薄教程,none
