id,type,text,stance
1-2-22,comment2,我觉得用养孩子的钱来养老实在是绰绰有余了，还不用指望别人,favor
1-2-25,comment2,我们,none
1-2-26,comment2,不要指望孩子养老，我实话说抱着这个心态养孩子，首先就养不好，再然后按照现在社会的忙碌程度，养老也就是出个钱，自己攒钱不香吗……,favor
1-2-27,comment2,怎么都说子女没时间照顾老人，我爷爷外公都是子女在照顾啊，外面请的保姆肯定比不上自家人好。而且他们也不喜欢住养老院，住过一个月受不了还是回家了,against
1-2-28,comment2,一个孩子的出生就是为了给一个人或者一群人养老，这太残忍太不公平了，在我没想到孩子有什么好的理由出生之前，不会要孩子的，对孩子负责真的不是说说就算了，他首先是个人才是我们的孩子,favor
1-2-28-1,comment3,希望所有的孩子出生都是因为爱，不是背负着什么来到这个世界，如果生孩子是为了给自己养老，也挺自私的，毕竟孩子都没办法选择就降临到这个世界了，我只希望我未来的孩子，爱我，就好。,none
1-2-28-1-1,comment4,如果我以后会有孩子，我希望他不会后悔来到这个世界,none
1-2-31,comment2,真躺床上了，只需要一个护工。屎尿不能自理的时候跑的最快的就是子女。,favor
1-2-31-1,comment3,有这种人的,none
1-2-33,comment2,都啥年代了还养儿防老？有那几十年功夫好好工作奋斗还怕养老？再不济把别人结婚养孩子的钱存起来以后去养老院它不香么，要命中注定不结婚老了就要饿死的话，那好歹也无忧无虑自由自在潇洒了几十年，我觉得也值了，哪怕是只活一天活成自己想活的样子也比没意义的苟活一辈子的强。,favor
1-2-34,comment2,既然选择不婚了，也就没有那么多责任和牵挂了  不是想活到啥时候就活到啥时候,favor
1-2-34-1,comment3,会不会因为没有负担活着牵挂选择提前结束呢,none
1-2-35,comment2,惊了，这条评论下面都是不想给父母养老的人,none
1-2-35-1,comment3,对啊，有人描述社会不好的现实，有人吐槽压力，有人说指望孩子孝顺是自私，这句话怕是戳到心中的恐惧,none
1-2-36,comment2,医社保交好了就不愁了,none
1-2-37,comment2,没有孩子可能会晚年凄惨，有孩子讲真可能过不到晚年,favor
1-2-38,comment2,小孩还要养自己的家庭，你以为会全心全意的照顾你？,favor
1-2-38-1,comment3,希望你的会照顾你,none
1-2-38-1-1,comment4,我不指望我的照顾我，只要他活好自己的人生就行了。,none
1-2-41,comment2,说真的，省下养孩子的钱，能活的更好吧……,favor
1-2-43,comment2,接不结婚都是个人的选择，说的不结婚好像就没烦恼一样？,none
1-2-47,comment2,花那么多钱养孩子最后为了养老而生孩子，为什么不一开始就不生，把所有的钱留着想不通,favor
1-2-47-1,comment3,你确定你能留着吗？，化妆品，包包，衣服，手机都该换了,none
1-2-51,comment2,南无阿弥陀佛,none
1-2-52,comment2,现在养孩子不是指望养老，而是在你老了之后有子女的监护，有人问信，当你不能动时有子女管你，如果住院、到养老院没有子女管的老人很可怜的！,against
1-2-53,comment2,现在好多哪家都是一个，但是一个娃娃的成本远比以前几个还要多,none
1-2-54,comment2,把花在孩子身上的钱用来养老其实也没问题，但传统觉得老了以后儿女子孙绕膝才是福，可如今的世道，以后怎样谁也不知道,none
1-2-57,comment2,我就有这样的烦恼,none
1-2-63,comment2,你爸妈生你的时候确实是这么想的，,favor
1-2-63-1,comment3,那如果我说不管你们了，请问这样合适吗,none
1-2-66,comment2,养儿防老的意义已经不是需要孩子拿钱给你了，自己有储蓄有社保医保有商业保险。真正的意义在于内心不至于那么孤独凄惶，即便住养老院生病请护工，也是需要亲情的陪伴的，在生命的最后时刻我还是期望有自己的儿子陪伴在身边的。至于说有不孝的儿女，那是自己的教育问题，不在此论。,against
1-2-66-1,comment3,对呀，明白人,against
1-2-67,comment2,说实话不结婚我就是担心养老的问题。寂寞倒是不担心,favor
1-2-69,comment2,子女又要工作又要看护自己的孩子 以后养老就不要指望孩子了 养老院得干活,none
1-2-76,comment2,住养老院有孩子看和没孩子看也是不一样的，再有钱，动也动不了的时候，没有孩子看你，很难保证护工会不会对你好,none
1-2-78,comment2,养儿防老，并不一定说靠儿女养老，而是老了生病住院有个人来照顾你都想啥呢。难道到时候找个无亲无故的人照顾你吗？难道要去麻烦你的侄女侄子外甥女外甥吗？,against
1-2-82,comment2,看过一段话：我们要孩子是为了什么：传宗接代？养儿防老？刚刚在书里看到一个很感动的答案说：“为了参与一个生命的成长，参与意味着付出与欣赏。”孩子不求完美，不用替我争脸面，不用为我传宗接代，更不用帮我养老。只要这个生命健康存在，在这个美丽的世界走一遭，让我有机会和他同行一段！,against
1-2-85,comment2,养老是钱的问题，不是结婚的问题,none
1-2-88,comment2,这不是养老的问题，这是你是否会努力向上的问题。,none
1-2-89,comment2,讲真，我的养老金和不用养孩子而积攒起来的钱比子女让我更有安全感,favor
1-2-91,comment2,集妹！你可能还不了解现在的行情，现在的子女不把你骨头啃完给你留个骨头的都是有良心的，只有等挂在墙上的那一刻，才是真的不寂寞不担心养老问题了。,favor
1-2-92,comment2,只能说养老就不抱希望了，至少有个人给你送终扫扫墓就行了,against
1-2-92-1,comment3,死都死了…反正自己也感觉不到…,none
1-2-95,comment2,经常觉得会被老公孩子气得少活几十年,favor
1-2-95-1,comment3,哈哈哈哈哈trade off,none
1-2-96,comment2,结了婚给你养老？？？？？？？？？？,favor
1-2-96-1,comment3,您想表达什么,none
1-2-98,comment2,现在的啃老族就啃到你老死！你还指望有人给你养老吗？说实在的，生了孩子后你该有的是责任和管教他的义务，但是绝对不能指望孩子为你养老，有这思想就劝你不要生孩子，不要给他的未来增加压力！,favor
1-2-98-1,comment3,啃老族有，好子女也有，睁眼看世界吧,against
1-2-98-1-1,comment4,我是指现在的啃老族，而不是所有的小孩！我只是想表达一个意思，孩子不是用来养老，那生孩子的想法就是利用的目的了！我们把孩子带到世界上的目的是更好的让新生命来感受生活，就是很简单的想法,none
1-2-99,comment2,这个年头孩子不要你养不要你买车买房不要你养孙子养全家都不错了，,favor
1-2-99-1,comment3,就是我啊，我还是独生女，我工作第一年我父母就已经跟我要钱了，从小到大她们都是月光族，我妈还酗酒，以前学费都是临时东拼西凑的，或者我爷爷奶奶想办法资助我,none
1-2-99-1-1,comment4,不容易，你好厉害，,none
1-2-101,comment2,我可以给我父母养老，但是这负担加上我自己生活的负担，已使我抽不出身来过点轻松的日子了！所以不想让我的子女也过这种生活，我老了自己解决自己的养老问题就行了！,favor
1-2-101-1,comment3,事实是没错的吧，中年人的焦虑大多都有这方面原因,none
1-2-101-1-1,comment4,对啊，中年人压力多大，自己工作生活就顾不过来了！还得照顾老人，而且现在大多独生子女，两口子就得照顾四个老人！想想这日子都快窒息了,favor
1-2-101-1-1-1,comment5,所以大家都在焦虑,none
1-2-102,comment2,其实现在指望孩子养老挺不切实际的了，我未来生孩子一定不是指望他养老，希望我能给他足够的经济能力，不要和我一样为了买房每天愁钱,none
1-2-102-1,comment3,这话没错,none
1-2-103,comment2,说实话，我讨厌生个孩纸给自己养老。我也讨厌我父母指望我给他们养老。我也很累，压力很大。,favor
1-2-103-2,comment3,给父母养老都会压力大，其实我觉得很愿意承担这个责任，他们在一日我都觉得很幸福，也愿意承担,against
1-2-103-2-1,comment4,每个人都不一样，你家庭一定其乐融融。,none
1-2-104,comment2,？能活到老再说吧,none
1-2-104-1,comment3,你这回怼毫无意义,none
1-2-105,comment2,养老一般都是男人先动不了所以谁养谁,none
1-2-106,comment2,养老自己搞定，还指望孩子啊？孩子就是一个亲人一样的好朋友，人家成年了特别是另外组建生活时也只剩平时多走动，生病动不了了多照看，肯定不忘请护工保姆，难道还跟你生活在一起？,favor
1-2-106-1,comment3,请问护工会平白无故对一个孤寡老人上心，还是对至少有子女的老人上心？就算你命背被护工伤害了，没有子女请问是不是受气受得不明不白。,against
1-2-106-1-1,comment4,没有足够勇气自己给自己养老那也只是有一个孩子够了，跟结不结婚无关啦,none
1-2-107,comment2,那些说孩子不会养老的人...是不准备给自己的父母养老了吗？？？,against
1-2-107-5,comment3,我和我老公照顾着双方父母，但是我不需要我的孩子给我养老，至于老了要怎么办根本不是我们现在该去想的问题！我生养孩子从一开始就没有任何目的！我认为赡养父母和要不要孩子为我养老根本就不冲突,none
1-2-107-6,comment3,我一定会给我的父母养老，但是我不确定我的儿子会不会给我养老,none
1-2-107-7,comment3,自己愿意给父母养老也不意味着孩子会给你养老啊…毕竟你跟孩子也会观念不一样啊,none
1-2-107-7-1,comment4,教育有很大影响吧……,none
1-2-107-7-1-1,comment5,你也说了是有影响啊，但是不是绝对继承啊,none
1-2-107-11,comment3,对啊，他们自己可能都不会孝顺父母，自己很滑稽还在喷别人的子女,none
1-2-110,comment2,一线城市独生子女可不敢说有能力给父母养老喔，基本上身边的朋友，工作了还要父母支撑的，要是买房，那得几乎掏空父母的多年积蓄才付得起首付,favor
1-2-110-3,comment3,所以一线的离婚率也不低了,favor
1-2-110-3-1,comment4,是啊，因为国家财政已经没有能力承担公共服务部分的养老，育幼了，现在的做法，二胎政策，离婚冷静，都是在企图把国家应该承担的责任转移到家庭身上，不过很明显会适得其反，离婚率可能有所下降，结婚率的降幅估计会比离婚率高。,none
1-2-110-3-1-1,comment5,清醒！,none
1-2-111,comment2,"每個人都是獨立個體   有各自生活 不要總想著指望誰誰誰能去幫你完成什麼 ""獨立個體  獨立思想""也並不意味著不會盡最大努力去愛護和照顧親人",none
1-2-111-1,comment3,你大概对独立的意思有误解吧？,none
1-2-111-1-1,comment4,"可能是你對""養老""有誤解",none
1-2-114,comment2,如果我能活到要去养老院的年纪，记得多来陪陪我,none
1-2-115,comment2,我有三个舅舅 我外婆现在住养老院…,favor
1-2-115-1,comment3,。。。。为啥。。,none
1-2-116,comment2,养一个孩子的钱足够你住很好的养老院,favor
1-2-116-4,comment3,可是不养孩子 我觉得我这笔养老费也省不了,against
1-2-116-4-1,comment4,不管结婚还是单身都是要做好理财规划，单身的更是要攒钱。,none
1-2-119,comment2,你怎么能保证伴侣不会比你早死，还有子女就算孝顺也有自己生活，真的躺床上也只有保姆照顾,favor
1-2-119-1,comment3,现在不是有很多那种保姆不好的新闻吗？,none
1-2-120,comment2,结婚了养老就有保障吗？子女也有自己的生活，最后可能还是找个保姆照顾老人。所以说婚姻不是保障，子女更不是，努力赚钱才是,favor
1-2-120-4,comment3,努力赚钱当然对了，但去养老院，送住院，没有亲属真实情况大多都很惨啊,against
1-2-120-4-1,comment4,还是个人抉择的问题吧，到了那种情况基本上是生命的最后几年。很多人就是不想牺牲前面几十年的生活质量，来为质量最差的那几年“做保障”。而且不婚族养老的需求越来越大，未来市场不会像现在一样空缺，在这方面肯定会比现在进步很多,none
1-2-121,comment2,结婚也不一定会有人给你养老啦。而且如果生孩子是为了养老。我感觉这孩子也压力挺大的。,favor
1-2-121-8,comment3,其实，你这句话就像上学时候，说考上大学也不一定有工作一下，但是大家还是努力去考了！,none
1-2-121-10,comment3,父母有抚养子女的义务嘛？子女有赡养父母的义务嘛？你的这句话，感觉某些方面有些欠妥吧？,none
1-2-121-14,comment3,好妈妈,none
1-2-121-15,comment3,现在的“养老”并非是字面的养老，特别是国内对老人的援助系统非常不健全（并不是不完善），比如代办老人事宜就困难重重，也正因为不健全就如你所说的，儿女压力大，没有机构分担,none
1-2-121-19,comment3,你给父母养老，压力大吗,none
1-2-121-21,comment3,这三观可以啊,none
1-3,comment1,26岁家里一直催，从北京回来待了两个月家里这边工资低的可怜，父母一直催着赶紧找个本地男朋友结婚，找了个外地的男朋友没有一点上进心谈恋爱也舍不得花一毛钱，感觉这辈子也遇不到有上进心又爱自己的男生了,favor
1-3-4,comment2,我20，单身，将来不想结婚,favor
1-3-7,comment2,结完婚就催生孩子，鬼知道我多不想这么早结婚，也不想要孩子,favor
1-3-8,comment2,别嫁了 自己有能力养好自己就行 结婚后养的不是你自己了...怕没人给你养老就存多点钱老了后搁养老院吧 也不怕寂寞 生前把身后事都打点好. 男人结婚离婚还可以再娶 女人不一样啊 离了婚在别人眼里就是没有价值了 除非你还能再次相信爱情 余后半生遇到真爱 真的不要为了结婚而结婚,favor
1-3-10,comment2,首先你要自己学会独立。,none
1-3-12,comment2,小姐姐加油自己有趣又有钱就会吸引到好的男生了,none
1-3-13,comment2,抓紧分手，找个你心目中的对象，不然宁缺毋滥，不要消耗自己,none
1-3-14,comment2,30岁的我已经单身5年，一个女孩子可想而知压力有多大，可我从来不想将就。31岁遇到他，认识到结婚不到4个月，婚后很幸福。32岁，有个和他的宝宝，生活美好未来可期遵从内心，不要将就,against
1-3-16,comment2,26急个锤锤,favor
1-3-16-2,comment3,你可真是个臭弟弟啊,none
1-3-16-2-1,comment4,大龄男士感觉被你侮辱了，引起不适,none
1-3-17,comment2,我和你一样，只是现在还在北京没回老家，很犹豫很纠结，是否该回去,none
1-3-23,comment2,除了还没找到男朋友之外其他和你的基本一样,none
1-3-26,comment2,咋不想着自己努力呢，女权啊哈哈，,none
1-3-26-1,comment3,人家半句没说自己不努力吧，就开始女权了吐槽男朋友不上进不愿意花一毛钱就女权了，那我祝你以后找个谈恋爱不愿花一毛钱整天不上班只知道在家吃喝拉撒的女朋友哦记住别双标,none
1-3-26-2,comment3,在努力啊，每天都在做烘培赚钱，啥玩意就不努力了？每天工作几小时挣多少还要给你报告呗？,none
1-3-27,comment2,妈呀，老乡……,none
1-3-27-1,comment3,山西吕梁吗,none
1-3-30,comment2,那你就努力成为及有上进心又爱自己的女孩子就好了呀。指望别人不如指望自己,none
1-3-31,comment2,我们就是太容易摇摆，没有自己爱好，只要自己坚定，有生活的乐趣,none
1-3-32,comment2,关键是你自己要有上进心啊……自己能挣钱才是最好的礼物。,none
1-3-36,comment2,我都29了，还单身～,favor
1-3-36-1,comment3,太挑了吧,against
1-3-36-1-1,comment4,啊？！,none
1-3-39,comment2,24岁，家里介绍了一个对象，他大我三岁，他家里一直催他结婚，我觉得他应该不是真心爱我，只是为了应付他妈，这年头爱情不重要了，我也不相信什么真爱之类会发生在我身上,favor
1-3-39-2,comment3,：你因为别人催所以和不感兴趣的人结婚 然后你会被催生孩子，然后你会被催生二胎，然后你会被催给孩子找对象，然后你会被催给孩子买房子办婚礼，然后你会被催养孙子，然后终于没有人再催你了，你发现你已经没有几年自己自由安排的时间了。(看看这哥们说的吧 劝你不要这样过一生),favor
1-3-39-2-1,comment4,我都迷茫了，不结婚父母又说不孝顺，结婚吧心里不得劲过不去那关，夜里不知道崩溃多少次他们不知道，看着村里同岁人结婚，他们又开始唠叨，真的很烦，我恨不得自己搬出去一个人过不管他们，可我的良心告诉我不能这样做（因为我家只有我和我妹两个女孩，我妹还在读书）,none
1-3-40,comment2,不要将就！！！千万不要盲目结婚，自己活好了就行，草率的结婚如果过不下去想要离婚很难得现在。人不是非要结婚的，而且女性在婚姻中付出的代价要大很多风险也很高，没必要啊,favor
1-3-40-1,comment3,啊我现在一点结婚的念头都没有，只想赚钱,favor
1-3-41,comment2,为什么不找个你舍得给他花钱的男朋友？山不过来我就过去啊,none
1-3-41-1,comment3,在我来看对一个人好的方式就是物质上尽量给予他，刚开始一直给他花钱，后来看他无动于衷我也一毛不拔,none
1-3-44,comment2,千万别急 我一个朋友的姐姐今年35岁 有男朋友但是也一直没结婚 这个姐姐也是20多岁自己一个人去了上海打拼 现在事业稳定感情也稳定 但是她都不着急结婚,favor
1-3-44-1,comment3,那样的小姐姐都太会赚钱了，我现在就只会做烘培，自己没钱开店，想做私房烘培出去配送还得开车自己又不会开车，只能做小饼干给外省邮寄生意还一般，太难了,none
1-3-44-1-1,comment4,我看一朋友做私房外送是找跑腿的，三公里内包邮这样，你也可以试试，自己送就算会开车肯定忙不过来的,none
1-3-44-1-1-1,comment5,关键是我家住村里，必须开车开15分钟去县城，村里没人买，材料用最好的9块9一包饼干县城里的阿姨们还和我砍价，只能做饼干给外地邮寄,none
1-3-46,comment2,姐妹可以考虑找个跟你一样优秀的女朋友啊,none
1-3-46-1,comment3,我擦，女孩子不是只能做闺蜜做朋友吗？,none
1-3-46-2,comment3,那她首先得是同性恋啊。异性恋的只会有闺蜜怎么找女朋友,none
1-3-49,comment2,这么好看的姑娘 以后肯定会遇到喜欢的  一切都是最好的安排,none
1-3-50,comment2,回老家你会发现优质男大部分出去闯荡买房了不回来了，留在本地的一般般的男的反而是市场的抢手货，对女的挑三拣四，要么早点再出去，要么就认了,favor
1-3-50-1,comment3,准备过两年再认，月底我要出发啦！,none
1-3-50-2,comment3,是不是大家老家都是这个情况,none
1-3-50-3,comment3,啊，我们这边的男生就是这样，有钱的都喜欢找有学历有身材有长相家庭也可以的女生，没钱的还想找长得好看必须有工作的女生，其实这边的男生有钱没钱的都没啥大本事，都是一个月挣五六千还感觉自我良好，素质更别提了，好多人还觉得结了婚有小三是正常事,favor
1-3-50-3-1,comment4,可怕,favor
1-3-50-3-2,comment4,你还年轻，早打算吧,favor
1-3-50-3-2-1,comment5,回来家里每天都自己做各种饼干给外面邮寄，希望生意好一点，每天都要加油鸭,none
1-3-55,comment2,虽然烦恼，但是我还是想先让自己变得更加优秀些。一辈子那么长，自己优秀了才会在以后有更多可能性。所以楼主，加油！坚持自己！同时也积极寻找另一半,against
1-3-57,comment2,我28了还是单身，不要在意别人的看法，经济独立，思想独立，一个人可以过得很好，不要为了结婚而结婚，对自己的人生负责一点,favor
1-3-57-1,comment3,株洲的就看不惯了,none
1-3-58,comment2,你若盛开蝴蝶自来，你不上进遇到的就是什么样的人,none
1-3-61,comment2,不爱的话就分吧找个自己喜欢的吧姑娘,none
1-3-62,comment2,你要乐观积极。不要被环境所改变。快乐绝对不是因为盲从。当你按照别人的意见做了一件事。别人的第二个意见马上就会来。,none
1-3-62-3,comment3,我经历过，不同意就各种各样手段对付你。,none
1-3-62-7,comment3,这句话太对了，自己想怎么做就怎么做才好，别人的意见最多参考一下就算了,none
1-4,comment1,结了婚感觉身上担子太重了，特别是嫁给一个凤凰男,favor
1-4-1,comment2,我前夫妈宝凤凰男，结婚前分过一次手，感觉他变好了，又对他抱有希望，生完孩子才知道什么叫本性。变本加厉的惨痛教训，让我对爱情婚姻都产生了恐惧,favor
1-4-2,comment2,我就是运气差那个,favor
1-4-4,comment2,我领导的老公也是凤凰男，特别敏感，一点小事就认为别人瞧不起他，一切在她婆婆来之前都能忍，自从她婆婆来了她家，她多次崩溃，连孩子都被奶奶气到哭，天天问奶奶什么时候走，目前我领导计划离婚，正在给她女儿打预防针，女儿接受度还好,favor
1-4-5,comment2,我也嫁了凤凰男还妈宝，终于被他妈搅和离婚了,favor
1-4-6,comment2,微博里的婚姻大多是不幸的，还都是另一半的错，甜蜜的谁上微博抱怨啊，是否结婚是选择一种生活方式，未必要用微博上的一堆负面影响自己的判断。,none
1-4-6-1,comment3,正解，因为中国人多，很多人分享了自己的惨痛经历，所以会给人一种全都很惨的假象,none
1-4-10,comment2,什么叫凤凰男,none
1-4-11,comment2,嫁个有钱的烦恼就没了,against
1-4-11-1,comment3,本人就有房有车有钱哈哈哈哈,favor
1-4-11-1-1,comment4,那你家还缺上门女婿嘛？我做饭超好吃。体力又好。种庄稼牛批。,none
1-4-11-1-1-1,comment5,那你肯定能找一个好老婆，我本人准备出国读博，毕业以后再考虑结婚问题。,none
1-4-12,comment2,给你推荐 ，他有一期讲的就是凤凰男。这种男的不离婚留着过年！！！？？,favor
1-4-12-1,comment3,谢谢，我去看看,none
1-4-14,comment2,何止累。是绝望。还有那破落户一家人，个个是奇葩。已经打算离婚了。,favor
1-4-14-1,comment3,我不打算结婚了，我表姐嫁了凤凰男，一个海归博士给折磨的心力憔悴。一毛钱彩礼都没要，自己有房有车，嫁了一个白眼狼，养他一家人，还要给他生儿子。生一个女儿她婆婆天天闹，也不给看孩子。,favor
1-4-14-1-1,comment4,或许就是喜欢吧,none
1-4-15,comment2,结婚真的跟买彩票一样。运气很重要。,none
1-4-15-1,comment3,一直以为是我笨 看不出来 原来是运气 这下释怀了,none
1-4-15-2,comment3,简直不能更同意了，结婚是玄学。,none
1-4-15-4,comment3,我昨天还在跟同事讲，认识的一个女人，死活要嫁给一个异地男，当时未婚先孕跟婆家姑姐吵架搞的轰动一条街，那男的家庭很普通，开了个早点店。后来，男的爸爸接了工程，突然爆发了，因为女的婆家在成都，娘家在湖北，婆家觉得她回娘家太麻烦，给女方娘家在成都买了两套房搬到成都定居。,none
1-4-16,comment2,什么是凤凰男？,none
1-4-16-1,comment3,农村起飞的男人,none
1-4-16-2,comment3,就是依靠女方上位再将其甩掉恩将仇报的男的,none
1-4-16-2-1,comment4,谢谢科普,none
1-4-16-2-1-1,comment5,哈哈哈哈不客气,none
1-4-16-2-2,comment4,额 哈哈,none
1-6,comment1,很多不婚族只是现在所想的想法不结婚而已，等到了一定的年龄还是会结婚，这道题应该让真正不婚族的人来答，其他人的回答一点意义都没有。,against
1-6-6,comment2,我能答不？现年38岁，23岁决定这辈子不恋爱不结婚，到现在，随着时间一天天过去，15年了也没交过男朋友，看着周围朋友结婚后的烦恼我就庆幸我是一个人，看着别人的幸福我也不羡慕也不向往。发自肺腑的觉得单身真好,favor
1-6-6-1,comment3,庆幸遇到一个能回答问题的人儿，愿你开心快乐每一天,none
1-6-7,comment2,这种问题根本没法回答啊，每个人性格跟实际条件都不一样，有的人可能不婚或者丁克幸福，也有的人后悔。大家根据自己的情况来吧，别因为别人说这样好 你就去这样做。,none
1-6-7-1,comment3,认真审题！,none
1-6-7-1-1,comment4,我审题了啊，我是说就算有真正的不婚族来回答这件事好还是不好，也不能完全听。因为人跟人不一样，结合自己条件再去决定️有啥问题咩,against
1-6-7-1-1-1,comment5,嗯嗯，我从来没有说别人说这样好就这样去做，每个人对于好的定义不一样，就像题主的问答“不婚族的未来是怎样”，我不是不婚族所以这个问题我回答不了，“好”是他们的事，“不好”也是他们的事，想要结婚的人所说的“好”与“不好”跟不婚族的“好”和“不好”这又是另外一回事。,none
1-6-11,comment2,哈哈哈我觉得我就是那种真正的不婚族~以前也有过准备结婚的日子~但是自从确定要结婚就开始做噩梦到凌晨三四点就睡不着~直到我说暂时取消婚礼~就开始吃嘛嘛香了~一直到现在三十了也不想结婚,favor
